province,data_date,total_case,total_death,daily_case,daily_death,casesroll_avg,maxcaserate,maxcaseday,filter_week,seq_
Jawa Timur,2020-08-21,29715,2128,458,30,390.85714285714283,1820.7142857142858,2021-07-08,2020-03-24,151
Kalimantan Selatan,2020-08-21,7618,328,74,2,89.85714285714286,260.42857142857144,2021-04-02,2020-04-16,128
Bali,2020-08-22,4446,52,78,1,60.285714285714285,411,2021-07-08,2020-04-09,136
DKI Jakarta,2020-08-22,32855,1080,588,17,567.5714285714286,10324,2021-07-08,2020-03-12,164
Jambi,2020-08-22,274,5,3,0,7,132,2021-06-19,2020-08-04,19
Jawa Barat,2020-08-22,9215,258,134,6,100.42857142857143,6477.714285714285,2021-07-08,2020-03-21,155
Jawa Tengah,2020-08-22,12288,834,100,16,116.71428571428571,3466.714285714286,2021-07-08,2020-03-28,148
Jawa Timur,2020-08-22,30036,2153,321,25,374.42857142857144,1820.7142857142858,2021-07-08,2020-03-24,152
Kalimantan Selatan,2020-08-22,7696,331,78,3,92.14285714285714,260.42857142857144,2021-04-02,2020-04-16,129
Bali,2020-08-23,4513,52,67,0,64,411,2021-07-08,2020-04-09,137
DKI Jakarta,2020-08-23,33470,1097,615,17,581.4285714285714,10324,2021-07-08,2020-03-12,165
Jambi,2020-08-23,274,5,0,0,7,132,2021-06-19,2020-08-04,20
Jawa Barat,2020-08-23,9283,259,68,1,98.28571428571429,6477.714285714285,2021-07-08,2020-03-21,156
Jawa Tengah,2020-08-23,12476,846,188,12,119.57142857142857,3466.714285714286,2021-07-08,2020-03-28,149
Jawa Timur,2020-08-23,30315,2172,279,19,344.57142857142856,1820.7142857142858,2021-07-08,2020-03-24,153
Kalimantan Selatan,2020-08-23,7777,333,81,2,89.42857142857143,260.42857142857144,2021-04-02,2020-04-16,130
Bali,2020-08-24,4576,52,63,0,66.57142857142857,411,2021-07-08,2020-04-09,138
DKI Jakarta,2020-08-24,34103,1113,633,16,593,10324,2021-07-08,2020-03-12,166
Jambi,2020-08-24,274,5,0,0,4.142857142857143,132,2021-06-19,2020-08-04,21
Jawa Barat,2020-08-24,9420,262,137,3,111.42857142857143,6477.714285714285,2021-07-08,2020-03-21,157
Jawa Tengah,2020-08-24,12628,849,152,3,136.14285714285714,3466.714285714286,2021-07-08,2020-03-28,150
Jawa Timur,2020-08-24,30635,2195,320,23,342.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,154
Kalimantan Selatan,2020-08-24,7838,335,61,2,85.28571428571429,260.42857142857144,2021-04-02,2020-04-16,131
Bali,2020-08-25,4650,54,74,2,70.28571428571429,411,2021-07-08,2020-04-09,139
DKI Jakarta,2020-08-25,34740,1129,637,16,610.7142857142857,10324,2021-07-08,2020-03-12,167
Jambi,2020-08-25,281,5,7,0,5.142857142857143,132,2021-06-19,2020-08-04,22
Jawa Barat,2020-08-25,9670,263,250,1,140.71428571428572,6477.714285714285,2021-07-08,2020-03-21,158
Jawa Tengah,2020-08-25,12826,874,198,25,147.57142857142858,3466.714285714286,2021-07-08,2020-03-28,151
Jawa Timur,2020-08-25,30998,2222,363,27,349.57142857142856,1820.7142857142858,2021-07-08,2020-03-24,155
Kalimantan Selatan,2020-08-25,7920,339,82,4,91.28571428571429,260.42857142857144,2021-04-02,2020-04-16,132
Bali,2020-08-26,4726,56,76,2,72.28571428571429,411,2021-07-08,2020-04-09,140
DKI Jakarta,2020-08-26,35453,1135,713,6,633.8571428571429,10324,2021-07-08,2020-03-12,168
Jambi,2020-08-26,289,5,8,0,5.571428571428571,132,2021-06-19,2020-08-04,23
Jawa Barat,2020-08-26,9848,263,178,0,151.28571428571428,6477.714285714285,2021-07-08,2020-03-21,159
Jawa Tengah,2020-08-26,12973,904,147,30,149.85714285714286,3466.714285714286,2021-07-08,2020-03-28,152
Jawa Timur,2020-08-26,31329,2252,331,30,349,1820.7142857142858,2021-07-08,2020-03-24,156
Kalimantan Selatan,2020-08-26,7974,341,54,2,87.28571428571429,260.42857142857144,2021-04-02,2020-04-16,133
Bali,2020-08-27,4808,58,82,2,73.71428571428571,411,2021-07-08,2020-04-09,141
DKI Jakarta,2020-08-27,36213,1146,760,11,657.5714285714286,10324,2021-07-08,2020-03-12,169
Jambi,2020-08-27,296,5,7,0,6.571428571428571,132,2021-06-19,2020-08-04,24
Jawa Barat,2020-08-27,10002,263,154,0,144.85714285714286,6477.714285714285,2021-07-08,2020-03-21,160
Jawa Tengah,2020-08-27,13225,937,252,33,161.85714285714286,3466.714285714286,2021-07-08,2020-03-28,153
Jawa Timur,2020-08-27,31696,2282,367,30,348.42857142857144,1820.7142857142858,2021-07-08,2020-03-24,157
Kalimantan Selatan,2020-08-27,8013,343,39,2,67,260.42857142857144,2021-04-02,2020-04-16,134
Bali,2020-08-28,4901,60,93,2,76.14285714285714,411,2021-07-08,2020-04-09,142
DKI Jakarta,2020-08-28,37082,1156,869,10,687.8571428571429,10324,2021-07-08,2020-03-12,170
Jambi,2020-08-28,302,5,6,0,4.428571428571429,132,2021-06-19,2020-08-04,25
Jawa Barat,2020-08-28,10528,265,526,2,206.71428571428572,6477.714285714285,2021-07-08,2020-03-21,161
Jawa Tengah,2020-08-28,13467,965,242,28,182.71428571428572,3466.714285714286,2021-07-08,2020-03-28,154
Jawa Timur,2020-08-28,32113,2302,417,20,342.57142857142856,1820.7142857142858,2021-07-08,2020-03-24,158
Kalimantan Selatan,2020-08-28,8081,348,68,5,66.14285714285714,260.42857142857144,2021-04-02,2020-04-16,135
Bali,2020-08-29,4989,62,88,2,77.57142857142857,411,2021-07-08,2020-04-09,143
DKI Jakarta,2020-08-29,37943,1174,861,18,726.8571428571429,10324,2021-07-08,2020-03-12,171
Jambi,2020-08-29,302,5,0,0,4,132,2021-06-19,2020-08-04,26
Jawa Barat,2020-08-29,10815,265,287,0,228.57142857142858,6477.714285714285,2021-07-08,2020-03-21,162
Jawa Tengah,2020-08-29,13647,975,180,10,194.14285714285714,3466.714285714286,2021-07-08,2020-03-28,155
Jawa Timur,2020-08-29,32754,2323,641,21,388.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,159
Kalimantan Selatan,2020-08-29,8192,351,111,3,70.85714285714286,260.42857142857144,2021-04-02,2020-04-16,136
Bali,2020-08-30,5078,65,89,3,80.71428571428571,411,2021-07-08,2020-04-09,144
DKI Jakarta,2020-08-30,39037,1183,1094,9,795.2857142857143,10324,2021-07-08,2020-03-12,172
Jambi,2020-08-30,302,5,0,0,4,132,2021-06-19,2020-08-04,27
Jawa Barat,2020-08-30,10918,265,103,0,233.57142857142858,6477.714285714285,2021-07-08,2020-03-21,163
Jawa Tengah,2020-08-30,13785,990,138,15,187,3466.714285714286,2021-07-08,2020-03-28,156
Jawa Timur,2020-08-30,33220,2349,466,26,415,1820.7142857142858,2021-07-08,2020-03-24,160
Kalimantan Selatan,2020-08-30,8256,353,64,2,68.42857142857143,260.42857142857144,2021-04-02,2020-04-16,137
Bali,2020-08-31,5207,68,129,3,90.14285714285714,411,2021-07-08,2020-04-09,145
DKI Jakarta,2020-08-31,40086,1197,1049,14,854.7142857142857,10324,2021-07-08,2020-03-12,173
Jambi,2020-08-31,302,5,0,0,4,132,2021-06-19,2020-08-04,28
Jawa Barat,2020-08-31,11063,273,145,8,234.71428571428572,6477.714285714285,2021-07-08,2020-03-21,164
Jawa Tengah,2020-08-31,13964,998,179,8,190.85714285714286,3466.714285714286,2021-07-08,2020-03-28,157
Jawa Timur,2020-08-31,33543,2370,323,21,415.42857142857144,1820.7142857142858,2021-07-08,2020-03-24,161
Kalimantan Selatan,2020-08-31,8288,354,32,1,64.28571428571429,260.42857142857144,2021-04-02,2020-04-16,138
Bali,2020-09-01,5367,70,160,2,102.42857142857143,411,2021-07-08,2020-04-09,146
DKI Jakarta,2020-09-01,40987,1214,901,17,892.4285714285714,10324,2021-07-08,2020-03-12,174
Jambi,2020-09-01,302,5,0,0,3,132,2021-06-19,2020-08-04,29
Jawa Barat,2020-09-01,11278,275,215,2,229.71428571428572,6477.714285714285,2021-07-08,2020-03-21,165
Jawa Tengah,2020-09-01,14164,1012,200,14,191.14285714285714,3466.714285714286,2021-07-08,2020-03-28,158
Jawa Timur,2020-09-01,33893,2396,350,26,413.57142857142856,1820.7142857142858,2021-07-08,2020-03-24,162
Kalimantan Selatan,2020-09-01,8357,355,69,1,62.42857142857143,260.42857142857144,2021-04-02,2020-04-16,139
Bali,2020-09-02,5536,75,169,5,115.71428571428571,411,2021-07-08,2020-04-09,147
DKI Jakarta,2020-09-02,42041,1231,1054,17,941.1428571428571,10324,2021-07-08,2020-03-12,175
Jambi,2020-09-02,303,5,1,0,2,132,2021-06-19,2020-08-04,30
Jawa Barat,2020-09-02,11481,276,203,1,233.28571428571428,6477.714285714285,2021-07-08,2020-03-21,166
Jawa Tengah,2020-09-02,14428,1043,264,31,207.85714285714286,3466.714285714286,2021-07-08,2020-03-28,159
Jawa Timur,2020-09-02,34278,2425,385,29,421.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,163
Kalimantan Selatan,2020-09-02,8416,359,59,4,63.142857142857146,260.42857142857144,2021-04-02,2020-04-16,140
Bali,2020-09-03,5710,79,174,4,128.85714285714286,411,2021-07-08,2020-04-09,148
DKI Jakarta,2020-09-03,43400,1246,1359,15,1026.7142857142858,10324,2021-07-08,2020-03-12,176
Jambi,2020-09-03,303,5,0,0,1,132,2021-06-19,2020-08-04,31
Jawa Barat,2020-09-03,11719,280,238,4,245.28571428571428,6477.714285714285,2021-07-08,2020-03-21,167
Jawa Tengah,2020-09-03,14670,1061,242,18,206.42857142857142,3466.714285714286,2021-07-08,2020-03-28,160
Jawa Timur,2020-09-03,34655,2459,377,34,422.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,164
Kalimantan Selatan,2020-09-03,8527,363,111,4,73.42857142857143,260.42857142857144,2021-04-02,2020-04-16,141
Bali,2020-09-04,5906,88,196,9,143.57142857142858,411,2021-07-08,2020-04-09,149
DKI Jakarta,2020-09-04,44280,1252,880,6,1028.2857142857142,10324,2021-07-08,2020-03-12,177
Jambi,2020-09-04,304,5,1,0,0.2857142857142857,132,2021-06-19,2020-08-04,32
Jawa Barat,2020-09-04,12104,281,385,1,225.14285714285714,6477.714285714285,2021-07-08,2020-03-21,168
Jawa Tengah,2020-09-04,14860,1066,190,5,199,3466.714285714286,2021-07-08,2020-03-28,161
Jawa Timur,2020-09-04,35005,2488,350,29,413.14285714285717,1820.7142857142858,2021-07-08,2020-03-24,165
Kalimantan Selatan,2020-09-04,8576,363,49,0,70.71428571428571,260.42857142857144,2021-04-02,2020-04-16,142
Bali,2020-09-05,6071,98,165,10,154.57142857142858,411,2021-07-08,2020-04-09,150
DKI Jakarta,2020-09-05,45157,1265,877,13,1030.5714285714287,10324,2021-07-08,2020-03-12,178
Jambi,2020-09-05,304,5,0,0,0.2857142857142857,132,2021-06-19,2020-08-04,33
Jawa Barat,2020-09-05,12332,281,228,0,216.71428571428572,6477.714285714285,2021-07-08,2020-03-21,169
Jawa Tengah,2020-09-05,15118,1076,258,10,210.14285714285714,3466.714285714286,2021-07-08,2020-03-28,162
Jawa Timur,2020-09-05,35331,2515,326,27,368.14285714285717,1820.7142857142858,2021-07-08,2020-03-24,166
Kalimantan Selatan,2020-09-05,8657,369,81,6,66.42857142857143,260.42857142857144,2021-04-02,2020-04-16,143
Bali,2020-09-06,6212,105,141,7,162,411,2021-07-08,2020-04-09,151
DKI Jakarta,2020-09-06,46333,1274,1176,9,1042.2857142857142,10324,2021-07-08,2020-03-12,179
Jambi,2020-09-06,304,5,0,0,0.2857142857142857,132,2021-06-19,2020-08-04,34
Jawa Barat,2020-09-06,12505,281,173,0,226.71428571428572,6477.714285714285,2021-07-08,2020-03-21,170
Jawa Tengah,2020-09-06,15351,1084,233,8,223.71428571428572,3466.714285714286,2021-07-08,2020-03-28,163
Jawa Timur,2020-09-06,35634,2545,303,30,344.85714285714283,1820.7142857142858,2021-07-08,2020-03-24,167
Kalimantan Selatan,2020-09-06,8760,370,103,1,72,260.42857142857144,2021-04-02,2020-04-16,144
Bali,2020-09-07,6385,116,173,11,168.28571428571428,411,2021-07-08,2020-04-09,152
DKI Jakarta,2020-09-07,47379,1296,1046,22,1041.857142857143,10324,2021-07-08,2020-03-12,180
Jambi,2020-09-07,304,5,0,0,0.2857142857142857,132,2021-06-19,2020-08-04,35
Jawa Barat,2020-09-07,12709,281,204,0,235.14285714285714,6477.714285714285,2021-07-08,2020-03-21,171
Jawa Tengah,2020-09-07,15615,1090,264,6,235.85714285714286,3466.714285714286,2021-07-08,2020-03-28,164
Jawa Timur,2020-09-07,35941,2576,307,31,342.57142857142856,1820.7142857142858,2021-07-08,2020-03-24,168
Kalimantan Selatan,2020-09-07,8837,372,77,2,78.42857142857143,260.42857142857144,2021-04-02,2020-04-16,145
Bali,2020-09-08,6549,128,164,12,168.85714285714286,411,2021-07-08,2020-04-09,153
DKI Jakarta,2020-09-08,48393,1317,1014,21,1058,10324,2021-07-08,2020-03-12,181
Jambi,2020-09-08,304,5,0,0,0.2857142857142857,132,2021-06-19,2020-08-04,36
Jawa Barat,2020-09-08,13045,283,336,2,252.42857142857142,6477.714285714285,2021-07-08,2020-03-21,172
Jawa Tengah,2020-09-08,15852,1096,237,6,241.14285714285714,3466.714285714286,2021-07-08,2020-03-28,165
Jawa Timur,2020-09-08,36342,2608,401,32,349.85714285714283,1820.7142857142858,2021-07-08,2020-03-24,169
Kalimantan Selatan,2020-09-08,8903,373,66,1,78,260.42857142857144,2021-04-02,2020-04-16,146
Bali,2020-09-09,6723,142,174,14,169.57142857142858,411,2021-07-08,2020-04-09,154
DKI Jakarta,2020-09-09,49397,1334,1004,17,1050.857142857143,10324,2021-07-08,2020-03-12,182
Jambi,2020-09-09,308,5,4,0,0.7142857142857143,132,2021-06-19,2020-08-04,37
Jawa Barat,2020-09-09,13333,286,288,3,264.57142857142856,6477.714285714285,2021-07-08,2020-03-21,173
Jawa Tengah,2020-09-09,16133,1106,281,10,243.57142857142858,3466.714285714286,2021-07-08,2020-03-28,166
Jawa Timur,2020-09-09,36712,2646,370,38,347.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,170
Kalimantan Selatan,2020-09-09,9001,374,98,1,83.57142857142857,260.42857142857144,2021-04-02,2020-04-16,147
Bali,2020-09-10,6834,151,111,9,160.57142857142858,411,2021-07-08,2020-04-09,155
DKI Jakarta,2020-09-10,50671,1351,1274,17,1038.7142857142858,10324,2021-07-08,2020-03-12,183
Jambi,2020-09-10,309,6,1,1,0.8571428571428571,132,2021-06-19,2020-08-04,38
Jawa Barat,2020-09-10,13668,286,335,0,278.42857142857144,6477.714285714285,2021-07-08,2020-03-21,174
Jawa Tengah,2020-09-10,16508,1124,375,18,262.57142857142856,3466.714285714286,2021-07-08,2020-03-28,167
Jawa Timur,2020-09-10,37093,2688,381,42,348.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,171
Kalimantan Selatan,2020-09-10,9078,380,77,6,78.71428571428571,260.42857142857144,2021-04-02,2020-04-16,148
Bali,2020-09-11,6978,161,144,10,153.14285714285714,411,2021-07-08,2020-04-09,156
DKI Jakarta,2020-09-11,51635,1368,964,17,1050.7142857142858,10324,2021-07-08,2020-03-12,184
Jambi,2020-09-11,314,7,5,1,1.4285714285714286,132,2021-06-19,2020-08-04,39
Jawa Barat,2020-09-11,13940,293,272,7,262.2857142857143,6477.714285714285,2021-07-08,2020-03-21,175
Jawa Tengah,2020-09-11,17074,1129,566,5,316.2857142857143,3466.714285714286,2021-07-08,2020-03-28,168
Jawa Timur,2020-09-11,37455,2717,362,29,350,1820.7142857142858,2021-07-08,2020-03-24,172
Kalimantan Selatan,2020-09-11,9152,381,74,1,82.28571428571429,260.42857142857144,2021-04-02,2020-04-16,149
Bali,2020-09-12,7113,168,135,7,148.85714285714286,411,2021-07-08,2020-04-09,157
DKI Jakarta,2020-09-12,52840,1386,1205,18,1097.5714285714287,10324,2021-07-08,2020-03-12,185
Jambi,2020-09-12,319,7,5,0,2.142857142857143,132,2021-06-19,2020-08-04,40
Jawa Barat,2020-09-12,14231,294,291,1,271.2857142857143,6477.714285714285,2021-07-08,2020-03-21,176
Jawa Tengah,2020-09-12,17460,1139,386,10,334.57142857142856,3466.714285714286,2021-07-08,2020-03-28,169
Jawa Timur,2020-09-12,37839,2746,384,29,358.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,173
Kalimantan Selatan,2020-09-12,9249,386,97,5,84.57142857142857,260.42857142857144,2021-04-02,2020-04-16,150
Bali,2020-09-13,7226,174,113,6,144.85714285714286,411,2021-07-08,2020-04-09,158
DKI Jakarta,2020-09-13,54220,1391,1380,5,1126.7142857142858,10324,2021-07-08,2020-03-12,186
Jambi,2020-09-13,321,7,2,0,2.4285714285714284,132,2021-06-19,2020-08-04,41
Jawa Barat,2020-09-13,14388,299,157,5,269,6477.714285714285,2021-07-08,2020-03-21,177
Jawa Tengah,2020-09-13,17742,1145,282,6,341.57142857142856,3466.714285714286,2021-07-08,2020-03-28,170
Jawa Timur,2020-09-13,38088,2763,249,17,350.57142857142856,1820.7142857142858,2021-07-08,2020-03-24,174
Kalimantan Selatan,2020-09-13,9282,386,33,0,74.57142857142857,260.42857142857144,2021-04-02,2020-04-16,151
Bali,2020-09-14,7312,179,86,5,132.42857142857142,411,2021-07-08,2020-04-09,159
DKI Jakarta,2020-09-14,55099,1418,879,27,1102.857142857143,10324,2021-07-08,2020-03-12,187
Jambi,2020-09-14,321,7,0,0,2.4285714285714284,132,2021-06-19,2020-08-04,42
Jawa Barat,2020-09-14,14591,299,203,0,268.85714285714283,6477.714285714285,2021-07-08,2020-03-21,178
Jawa Tengah,2020-09-14,17913,1153,171,8,328.2857142857143,3466.714285714286,2021-07-08,2020-03-28,171
Jawa Timur,2020-09-14,38431,2800,343,37,355.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,175
Kalimantan Selatan,2020-09-14,9423,389,141,3,83.71428571428571,260.42857142857144,2021-04-02,2020-04-16,152
Bali,2020-09-15,7380,184,68,5,118.71428571428571,411,2021-07-08,2020-04-09,160
DKI Jakarta,2020-09-15,56175,1450,1076,32,1111.7142857142858,10324,2021-07-08,2020-03-12,188
Jambi,2020-09-15,331,7,10,0,3.857142857142857,132,2021-06-19,2020-08-04,43
Jawa Barat,2020-09-15,14938,305,347,6,270.42857142857144,6477.714285714285,2021-07-08,2020-03-21,179
Jawa Tengah,2020-09-15,18111,1165,198,12,322.7142857142857,3466.714285714286,2021-07-08,2020-03-28,172
Jawa Timur,2020-09-15,38809,2832,378,32,352.42857142857144,1820.7142857142858,2021-07-08,2020-03-24,176
Kalimantan Selatan,2020-09-15,9500,390,77,1,85.28571428571429,260.42857142857144,2021-04-02,2020-04-16,153
Bali,2020-09-16,7429,188,49,4,100.85714285714286,411,2021-07-08,2020-04-09,161
DKI Jakarta,2020-09-16,57469,1481,1294,31,1153.142857142857,10324,2021-07-08,2020-03-12,189
Jambi,2020-09-16,345,7,14,0,5.285714285714286,132,2021-06-19,2020-08-04,44
Jawa Barat,2020-09-16,15231,306,293,1,271.14285714285717,6477.714285714285,2021-07-08,2020-03-21,180
Jawa Tengah,2020-09-16,18451,1179,340,14,331.14285714285717,3466.714285714286,2021-07-08,2020-03-28,173
Jawa Timur,2020-09-16,39181,2867,372,35,352.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,177
Kalimantan Selatan,2020-09-16,9511,392,11,2,72.85714285714286,260.42857142857144,2021-04-02,2020-04-16,154
Bali,2020-09-17,7492,194,63,6,94,411,2021-07-08,2020-04-09,162
DKI Jakarta,2020-09-17,58582,1495,1113,14,1130.142857142857,10324,2021-07-08,2020-03-12,190
Jambi,2020-09-17,351,8,6,1,6,132,2021-06-19,2020-08-04,45
Jawa Barat,2020-09-17,15584,309,353,3,273.7142857142857,6477.714285714285,2021-07-08,2020-03-21,181
Jawa Tengah,2020-09-17,18744,1195,293,16,319.42857142857144,3466.714285714286,2021-07-08,2020-03-28,174
Jawa Timur,2020-09-17,39508,2896,327,29,345,1820.7142857142858,2021-07-08,2020-03-24,178
Kalimantan Selatan,2020-09-17,9547,392,36,0,67,260.42857142857144,2021-04-02,2020-04-16,155
Bali,2020-09-18,7543,199,51,5,80.71428571428571,411,2021-07-08,2020-04-09,163
DKI Jakarta,2020-09-18,59840,1517,1258,22,1172.142857142857,10324,2021-07-08,2020-03-12,191
Jambi,2020-09-18,358,8,7,0,6.285714285714286,132,2021-06-19,2020-08-04,46
Jawa Barat,2020-09-18,15925,311,341,2,283.57142857142856,6477.714285714285,2021-07-08,2020-03-21,182
Jawa Tengah,2020-09-18,18942,1203,198,8,266.85714285714283,3466.714285714286,2021-07-08,2020-03-28,175
Jawa Timur,2020-09-18,39993,2922,485,26,362.57142857142856,1820.7142857142858,2021-07-08,2020-03-24,179
Kalimantan Selatan,2020-09-18,9572,394,25,2,60,260.42857142857144,2021-04-02,2020-04-16,156
Bali,2020-09-19,7628,206,85,7,73.57142857142857,411,2021-07-08,2020-04-09,164
DKI Jakarta,2020-09-19,60828,1527,988,10,1141.142857142857,10324,2021-07-08,2020-03-12,192
Jambi,2020-09-19,372,8,14,0,7.571428571428571,132,2021-06-19,2020-08-04,47
Jawa Barat,2020-09-19,16395,311,470,0,309.14285714285717,6477.714285714285,2021-07-08,2020-03-21,183
Jawa Tengah,2020-09-19,19213,1243,271,40,250.42857142857142,3466.714285714286,2021-07-08,2020-03-28,176
Jawa Timur,2020-09-19,40372,2942,379,20,361.85714285714283,1820.7142857142858,2021-07-08,2020-03-24,180
Kalimantan Selatan,2020-09-19,9650,396,78,2,57.285714285714285,260.42857142857144,2021-04-02,2020-04-16,157
Bali,2020-09-20,7749,216,121,10,74.71428571428571,411,2021-07-08,2020-04-09,165
DKI Jakarta,2020-09-20,61966,1541,1138,14,1106.5714285714287,10324,2021-07-08,2020-03-12,193
Jambi,2020-09-20,386,8,14,0,9.285714285714286,132,2021-06-19,2020-08-04,48
Jawa Barat,2020-09-20,16822,317,427,6,347.7142857142857,6477.714285714285,2021-07-08,2020-03-21,184
Jawa Tengah,2020-09-20,19516,1252,303,9,253.42857142857142,3466.714285714286,2021-07-08,2020-03-28,177
Jawa Timur,2020-09-20,40708,2965,336,23,374.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,181
Kalimantan Selatan,2020-09-20,9735,399,85,3,64.71428571428571,260.42857142857144,2021-04-02,2020-04-16,158
Bali,2020-09-21,7888,222,139,6,82.28571428571429,411,2021-07-08,2020-04-09,166
DKI Jakarta,2020-09-21,63318,1570,1352,29,1174.142857142857,10324,2021-07-08,2020-03-12,194
Jambi,2020-09-21,386,8,0,0,9.285714285714286,132,2021-06-19,2020-08-04,49
Jawa Barat,2020-09-21,17502,319,680,2,415.85714285714283,6477.714285714285,2021-07-08,2020-03-21,185
Jawa Tengah,2020-09-21,19754,1272,238,20,263,3466.714285714286,2021-07-08,2020-03-28,178
Jawa Timur,2020-09-21,41076,2990,368,25,377.85714285714283,1820.7142857142858,2021-07-08,2020-03-24,182
Kalimantan Selatan,2020-09-21,9817,401,82,2,56.285714285714285,260.42857142857144,2021-04-02,2020-04-16,159
Bali,2020-09-22,7996,229,108,7,88,411,2021-07-08,2020-04-09,167
DKI Jakarta,2020-09-22,64554,1600,1236,30,1197,10324,2021-07-08,2020-03-12,195
Jambi,2020-09-22,386,8,0,0,7.857142857142857,132,2021-06-19,2020-08-04,50
Jawa Barat,2020-09-22,18077,330,575,11,448.42857142857144,6477.714285714285,2021-07-08,2020-03-21,186
Jawa Tengah,2020-09-22,19982,1314,228,42,267.2857142857143,3466.714285714286,2021-07-08,2020-03-28,179
Jawa Timur,2020-09-22,41417,3015,341,25,372.57142857142856,1820.7142857142858,2021-07-08,2020-03-24,183
Kalimantan Selatan,2020-09-22,9902,401,85,0,57.42857142857143,260.42857142857144,2021-04-02,2020-04-16,160
Bali,2020-09-23,8126,236,130,7,99.57142857142857,411,2021-07-08,2020-04-09,168
DKI Jakarta,2020-09-23,65687,1628,1133,28,1174,10324,2021-07-08,2020-03-12,196
Jambi,2020-09-23,395,8,9,0,7.142857142857143,132,2021-06-19,2020-08-04,51
Jawa Barat,2020-09-23,18593,343,516,13,480.2857142857143,6477.714285714285,2021-07-08,2020-03-21,187
Jawa Tengah,2020-09-23,20239,1334,257,20,255.42857142857142,3466.714285714286,2021-07-08,2020-03-28,180
Jawa Timur,2020-09-23,41755,3035,338,20,367.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,184
Kalimantan Selatan,2020-09-23,9984,404,82,3,67.57142857142857,260.42857142857144,2021-04-02,2020-04-16,161
Bali,2020-09-24,8245,241,119,5,107.57142857142857,411,2021-07-08,2020-04-09,169
DKI Jakarta,2020-09-24,66731,1648,1044,20,1164.142857142857,10324,2021-07-08,2020-03-12,197
Jambi,2020-09-24,399,8,4,0,6.857142857142857,132,2021-06-19,2020-08-04,52
Jawa Barat,2020-09-24,19397,355,804,12,544.7142857142857,6477.714285714285,2021-07-08,2020-03-21,188
Jawa Tengah,2020-09-24,20673,1359,434,25,275.57142857142856,3466.714285714286,2021-07-08,2020-03-28,181
Jawa Timur,2020-09-24,42098,3062,343,27,370,1820.7142857142858,2021-07-08,2020-03-24,185
Kalimantan Selatan,2020-09-24,10047,406,63,2,71.42857142857143,260.42857142857144,2021-04-02,2020-04-16,162
Bali,2020-09-25,8389,245,144,4,120.85714285714286,411,2021-07-08,2020-04-09,170
DKI Jakarta,2020-09-25,67902,1661,1171,13,1151.7142857142858,10324,2021-07-08,2020-03-12,198
Jambi,2020-09-25,409,8,10,0,7.285714285714286,132,2021-06-19,2020-08-04,53
Jawa Barat,2020-09-25,20131,368,734,13,600.8571428571429,6477.714285714285,2021-07-08,2020-03-21,189
Jawa Tengah,2020-09-25,21004,1372,331,13,294.57142857142856,3466.714285714286,2021-07-08,2020-03-28,182
Jawa Timur,2020-09-25,42391,3084,293,22,342.57142857142856,1820.7142857142858,2021-07-08,2020-03-24,186
Kalimantan Selatan,2020-09-25,10080,410,33,4,72.57142857142857,260.42857142857144,2021-04-02,2020-04-16,163
Bali,2020-09-26,8452,247,63,2,117.71428571428571,411,2021-07-08,2020-04-09,171
DKI Jakarta,2020-09-26,69224,1673,1322,12,1199.4285714285713,10324,2021-07-08,2020-03-12,199
Jambi,2020-09-26,425,9,16,1,7.571428571428571,132,2021-06-19,2020-08-04,54
Jawa Barat,2020-09-26,20517,386,386,18,588.8571428571429,6477.714285714285,2021-07-08,2020-03-21,190
Jawa Tengah,2020-09-26,21368,1386,364,14,307.85714285714283,3466.714285714286,2021-07-08,2020-03-28,183
Jawa Timur,2020-09-26,42670,3102,279,18,328.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,187
Kalimantan Selatan,2020-09-26,10120,412,40,2,67.14285714285714,260.42857142857144,2021-04-02,2020-04-16,164
Bali,2020-09-27,8532,254,80,7,111.85714285714286,411,2021-07-08,2020-04-09,172
DKI Jakarta,2020-09-27,70441,1686,1217,13,1210.7142857142858,10324,2021-07-08,2020-03-12,200
Jambi,2020-09-27,446,9,21,0,8.571428571428571,132,2021-06-19,2020-08-04,55
Jawa Barat,2020-09-27,20954,387,437,1,590.2857142857143,6477.714285714285,2021-07-08,2020-03-21,191
Jawa Tengah,2020-09-27,21626,1389,258,3,301.42857142857144,3466.714285714286,2021-07-08,2020-03-28,184
Jawa Timur,2020-09-27,42890,3118,220,16,311.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,188
Kalimantan Selatan,2020-09-27,10197,413,77,1,66,260.42857142857144,2021-04-02,2020-04-16,165
Bali,2020-09-28,8639,263,107,9,107.28571428571429,411,2021-07-08,2020-04-09,173
