province,data_date,total_case,total_death,daily_case,daily_death,casesroll_avg,maxcaserate,maxcaseday,filter_week,seq_
DKI Jakarta,2020-03-12,62,5,26,2,7.857142857142857,10324,2021-07-08,2020-03-12,1
DKI Jakarta,2020-03-13,72,7,10,2,9.285714285714286,10324,2021-07-08,2020-03-12,2
DKI Jakarta,2020-03-14,79,9,7,2,10.285714285714286,10324,2021-07-08,2020-03-12,3
DKI Jakarta,2020-03-15,95,11,16,2,12.571428571428571,10324,2021-07-08,2020-03-12,4
DKI Jakarta,2020-03-16,97,12,2,1,9,10324,2021-07-08,2020-03-12,5
DKI Jakarta,2020-03-17,122,12,25,0,12.571428571428571,10324,2021-07-08,2020-03-12,6
DKI Jakarta,2020-03-18,158,12,30,0,16.571428571428573,10324,2021-07-08,2020-03-12,7
DKI Jakarta,2020-03-19,210,0,52,0,20.285714285714285,10324,2021-07-08,2020-03-12,8
DKI Jakarta,2020-03-20,215,18,5,0,19.571428571428573,10324,2021-07-08,2020-03-12,9
DKI Jakarta,2020-03-21,267,23,44,5,24.857142857142858,10324,2021-07-08,2020-03-12,10
Jawa Barat,2020-03-21,55,7,14,0,6.142857142857143,6477.714285714285,2021-07-08,2020-03-21,1
DKI Jakarta,2020-03-22,307,29,40,6,28.285714285714285,10324,2021-07-08,2020-03-12,11
Jawa Barat,2020-03-22,59,9,4,2,6.714285714285714,6477.714285714285,2021-07-08,2020-03-21,2
DKI Jakarta,2020-03-23,353,29,44,0,34.285714285714285,10324,2021-07-08,2020-03-12,12
Jawa Barat,2020-03-23,59,9,0,0,6.714285714285714,6477.714285714285,2021-07-08,2020-03-21,3
DKI Jakarta,2020-03-24,424,31,70,2,40.714285714285715,10324,2021-07-08,2020-03-12,13
Jawa Barat,2020-03-24,60,10,1,1,6.857142857142857,6477.714285714285,2021-07-08,2020-03-21,4
Jawa Timur,2020-03-24,51,1,10,0,6.142857142857143,1820.7142857142858,2021-07-08,2020-03-24,1
DKI Jakarta,2020-03-25,463,31,39,0,42,10324,2021-07-08,2020-03-12,14
Jawa Barat,2020-03-25,73,10,13,0,7,6477.714285714285,2021-07-08,2020-03-21,5
Jawa Timur,2020-03-25,51,1,0,0,6.142857142857143,1820.7142857142858,2021-07-08,2020-03-24,2
DKI Jakarta,2020-03-26,515,46,53,15,42.142857142857146,10324,2021-07-08,2020-03-12,15
Jawa Barat,2020-03-26,78,11,5,1,7.428571428571429,6477.714285714285,2021-07-08,2020-03-21,6
Jawa Timur,2020-03-26,59,3,8,2,7.142857142857143,1820.7142857142858,2021-07-08,2020-03-24,3
DKI Jakarta,2020-03-27,598,51,83,5,53.285714285714285,10324,2021-07-08,2020-03-12,16
Jawa Barat,2020-03-27,98,14,20,3,8.142857142857142,6477.714285714285,2021-07-08,2020-03-21,7
Jawa Timur,2020-03-27,66,4,7,1,7.285714285714286,1820.7142857142858,2021-07-08,2020-03-24,4
DKI Jakarta,2020-03-28,627,62,38,11,52.42857142857143,10324,2021-07-08,2020-03-12,17
Jawa Barat,2020-03-28,119,17,21,3,9.142857142857142,6477.714285714285,2021-07-08,2020-03-21,8
Jawa Tengah,2020-03-28,55,7,12,1,5.857142857142857,3466.714285714286,2021-07-08,2020-03-28,1
Jawa Timur,2020-03-28,77,4,11,0,7.285714285714286,1820.7142857142858,2021-07-08,2020-03-24,5
DKI Jakarta,2020-03-29,675,68,48,6,53.57142857142857,10324,2021-07-08,2020-03-12,18
Jawa Barat,2020-03-29,149,19,30,2,12.857142857142858,6477.714285714285,2021-07-08,2020-03-21,9
Jawa Tengah,2020-03-29,63,7,8,0,6.857142857142857,3466.714285714286,2021-07-08,2020-03-28,2
Jawa Timur,2020-03-29,90,7,13,3,7,1820.7142857142858,2021-07-08,2020-03-24,6
DKI Jakarta,2020-03-30,698,74,24,6,50.714285714285715,10324,2021-07-08,2020-03-12,19
Jawa Barat,2020-03-30,180,20,25,1,16.428571428571427,6477.714285714285,2021-07-08,2020-03-21,10
Jawa Tengah,2020-03-30,81,7,17,0,9.285714285714286,3466.714285714286,2021-07-08,2020-03-28,3
Jawa Timur,2020-03-30,91,8,1,1,7.142857142857143,1820.7142857142858,2021-07-08,2020-03-24,7
DKI Jakarta,2020-03-31,747,83,41,9,46.57142857142857,10324,2021-07-08,2020-03-12,20
Jawa Barat,2020-03-31,198,21,16,1,18.571428571428573,6477.714285714285,2021-07-08,2020-03-21,11
Jawa Tengah,2020-03-31,93,7,13,0,10.571428571428571,3466.714285714286,2021-07-08,2020-03-28,4
Jawa Timur,2020-03-31,93,8,2,0,6,1820.7142857142858,2021-07-08,2020-03-24,8
DKI Jakarta,2020-04-01,808,85,62,2,49.857142857142854,10324,2021-07-08,2020-03-12,21
Jawa Barat,2020-04-01,220,21,21,0,19.714285714285715,6477.714285714285,2021-07-08,2020-03-21,12
Jawa Tengah,2020-04-01,104,7,11,0,9.428571428571429,3466.714285714286,2021-07-08,2020-03-28,5
Jawa Timur,2020-04-01,104,9,11,1,7.571428571428571,1820.7142857142858,2021-07-08,2020-03-24,9
DKI Jakarta,2020-04-02,897,90,80,5,53.714285714285715,10324,2021-07-08,2020-03-12,22
Jawa Barat,2020-04-02,223,25,15,4,21.142857142857142,6477.714285714285,2021-07-08,2020-03-21,13
Jawa Tengah,2020-04-02,104,7,0,0,9.142857142857142,3466.714285714286,2021-07-08,2020-03-28,6
Jawa Timur,2020-04-02,104,11,0,2,6.428571428571429,1820.7142857142858,2021-07-08,2020-03-24,10
DKI Jakarta,2020-04-03,971,90,74,0,52.42857142857143,10324,2021-07-08,2020-03-12,23
Jawa Barat,2020-04-03,225,25,2,0,18.571428571428573,6477.714285714285,2021-07-08,2020-03-21,14
Jawa Tengah,2020-04-03,114,18,10,11,10.142857142857142,3466.714285714286,2021-07-08,2020-03-28,7
Jawa Timur,2020-04-03,155,11,52,0,12.857142857142858,1820.7142857142858,2021-07-08,2020-03-24,11
DKI Jakarta,2020-04-04,1028,89,55,1,54.857142857142854,10324,2021-07-08,2020-03-12,24
Jawa Barat,2020-04-04,247,28,24,1,19,6477.714285714285,2021-07-08,2020-03-21,15
Jawa Tengah,2020-04-04,120,18,7,0,9.428571428571429,3466.714285714286,2021-07-08,2020-03-28,8
Jawa Timur,2020-04-04,152,14,0,3,11.285714285714286,1820.7142857142858,2021-07-08,2020-03-24,12
DKI Jakarta,2020-04-05,1124,95,96,6,61.714285714285715,10324,2021-07-08,2020-03-12,25
Jawa Barat,2020-04-05,252,28,5,0,15.428571428571429,6477.714285714285,2021-07-08,2020-03-21,16
Jawa Tengah,2020-04-05,120,18,0,0,8.285714285714286,3466.714285714286,2021-07-08,2020-03-28,9
Jawa Timur,2020-04-05,188,14,36,0,14.571428571428571,1820.7142857142858,2021-07-08,2020-03-24,13
DKI Jakarta,2020-04-06,1232,99,101,4,72.71428571428571,10324,2021-07-08,2020-03-12,26
Jawa Barat,2020-04-06,263,29,11,1,13.428571428571429,6477.714285714285,2021-07-08,2020-03-21,17
Jawa Tengah,2020-04-06,132,22,12,4,7.571428571428571,3466.714285714286,2021-07-08,2020-03-28,10
Jawa Timur,2020-04-06,189,14,1,0,14.571428571428571,1820.7142857142858,2021-07-08,2020-03-24,14
DKI Jakarta,2020-04-07,1369,106,135,7,86.14285714285714,10324,2021-07-08,2020-03-12,27
Jawa Barat,2020-04-07,343,29,80,0,22.571428571428573,6477.714285714285,2021-07-08,2020-03-21,18
Jawa Tengah,2020-04-07,133,22,1,0,5.857142857142857,3466.714285714286,2021-07-08,2020-03-28,11
Jawa Timur,2020-04-07,194,16,5,2,15,1820.7142857142858,2021-07-08,2020-03-24,15
DKI Jakarta,2020-04-08,1470,114,101,8,91.71428571428571,10324,2021-07-08,2020-03-12,28
Jawa Barat,2020-04-08,365,35,22,6,22.714285714285715,6477.714285714285,2021-07-08,2020-03-21,19
Jawa Tengah,2020-04-08,140,22,7,0,5.285714285714286,3466.714285714286,2021-07-08,2020-03-28,12
Jawa Timur,2020-04-08,196,16,2,0,13.714285714285714,1820.7142857142858,2021-07-08,2020-03-24,16
Bali,2020-04-09,63,2,14,0,5.285714285714286,411,2021-07-08,2020-04-09,1
DKI Jakarta,2020-04-09,1706,142,236,28,114,10324,2021-07-08,2020-03-12,29
Jawa Barat,2020-04-09,376,40,11,5,22.142857142857142,6477.714285714285,2021-07-08,2020-03-21,20
Jawa Tengah,2020-04-09,144,22,4,0,5.857142857142857,3466.714285714286,2021-07-08,2020-03-28,13
Jawa Timur,2020-04-09,223,17,27,1,17.571428571428573,1820.7142857142858,2021-07-08,2020-03-24,17
Bali,2020-04-10,75,2,12,0,6.714285714285714,411,2021-07-08,2020-04-09,2
DKI Jakarta,2020-04-10,1753,154,47,12,110.14285714285714,10324,2021-07-08,2020-03-12,30
Jawa Barat,2020-04-10,388,40,12,0,23.571428571428573,6477.714285714285,2021-07-08,2020-03-21,21
Jawa Tengah,2020-04-10,144,22,0,0,4.428571428571429,3466.714285714286,2021-07-08,2020-03-28,14
Jawa Timur,2020-04-10,256,22,33,5,14.857142857142858,1820.7142857142858,2021-07-08,2020-03-24,18
Bali,2020-04-11,79,2,4,0,6.571428571428571,411,2021-07-08,2020-04-09,3
DKI Jakarta,2020-04-11,1948,159,196,5,130.28571428571428,10324,2021-07-08,2020-03-12,31
Jawa Barat,2020-04-11,421,40,32,0,24.714285714285715,6477.714285714285,2021-07-08,2020-03-21,22
Jawa Tengah,2020-04-11,144,22,0,0,3.4285714285714284,3466.714285714286,2021-07-08,2020-03-28,15
Jawa Timur,2020-04-11,267,25,11,3,16.428571428571427,1820.7142857142858,2021-07-08,2020-03-24,19
Bali,2020-04-12,81,2,2,0,6.428571428571429,411,2021-07-08,2020-04-09,4
DKI Jakarta,2020-04-12,2044,195,96,36,130.28571428571428,10324,2021-07-08,2020-03-12,32
Jawa Barat,2020-04-12,450,43,29,3,28.142857142857142,6477.714285714285,2021-07-08,2020-03-21,23
Jawa Tengah,2020-04-12,200,25,56,3,11.428571428571429,3466.714285714286,2021-07-08,2020-03-28,16
Jawa Timur,2020-04-12,386,27,119,2,28.285714285714285,1820.7142857142858,2021-07-08,2020-03-24,20
Bali,2020-04-13,86,2,5,0,6.142857142857143,411,2021-07-08,2020-04-09,5
DKI Jakarta,2020-04-13,2186,204,160,9,138.71428571428572,10324,2021-07-08,2020-03-12,33
Jawa Barat,2020-04-13,540,52,60,9,35.142857142857146,6477.714285714285,2021-07-08,2020-03-21,24
Jawa Tengah,2020-04-13,203,25,3,0,10.142857142857142,3466.714285714286,2021-07-08,2020-03-28,17
Jawa Timur,2020-04-13,440,30,54,3,35.857142857142854,1820.7142857142858,2021-07-08,2020-03-24,21
Bali,2020-04-14,92,2,6,0,7,411,2021-07-08,2020-04-09,6
DKI Jakarta,2020-04-14,2335,241,130,37,138,10324,2021-07-08,2020-03-12,34
Jawa Barat,2020-04-14,530,52,0,0,23.714285714285715,6477.714285714285,2021-07-08,2020-03-21,25
Jawa Tengah,2020-04-14,278,26,75,1,20.714285714285715,3466.714285714286,2021-07-08,2020-03-28,18
Jawa Timur,2020-04-14,475,41,35,11,40.142857142857146,1820.7142857142858,2021-07-08,2020-03-24,22
Bali,2020-04-15,98,2,6,0,7,411,2021-07-08,2020-04-09,7
DKI Jakarta,2020-04-15,2474,242,139,0,143.42857142857142,10324,2021-07-08,2020-03-12,35
Jawa Barat,2020-04-15,559,52,29,0,24.714285714285715,6477.714285714285,2021-07-08,2020-03-21,26
Jawa Tengah,2020-04-15,292,27,13,1,21.571428571428573,3466.714285714286,2021-07-08,2020-03-28,19
Jawa Timur,2020-04-15,499,45,24,4,43.285714285714285,1820.7142857142858,2021-07-08,2020-03-24,23
Bali,2020-04-16,113,2,15,0,7.142857142857143,411,2021-07-08,2020-04-09,8
DKI Jakarta,2020-04-16,2670,244,196,2,137.71428571428572,10324,2021-07-08,2020-03-12,36
Jawa Barat,2020-04-16,570,53,11,1,24.714285714285715,6477.714285714285,2021-07-08,2020-03-21,27
Jawa Tengah,2020-04-16,300,27,8,0,22.142857142857142,3466.714285714286,2021-07-08,2020-03-28,20
Jawa Timur,2020-04-16,514,46,15,1,41.57142857142857,1820.7142857142858,2021-07-08,2020-03-24,24
Kalimantan Selatan,2020-04-16,59,6,10,0,5.285714285714286,260.42857142857144,2021-04-02,2020-04-16,1
Bali,2020-04-17,124,2,11,0,7,411,2021-07-08,2020-04-09,9
DKI Jakarta,2020-04-17,2815,246,154,2,153,10324,2021-07-08,2020-03-12,37
Jawa Barat,2020-04-17,632,56,58,3,31.285714285714285,6477.714285714285,2021-07-08,2020-03-21,28
Jawa Tengah,2020-04-17,304,41,5,13,22.857142857142858,3466.714285714286,2021-07-08,2020-03-28,21
Jawa Timur,2020-04-17,522,46,8,0,38,1820.7142857142858,2021-07-08,2020-03-24,25
Kalimantan Selatan,2020-04-17,74,6,15,0,6.428571428571429,260.42857142857144,2021-04-02,2020-04-16,2
Bali,2020-04-18,131,3,7,1,7.428571428571429,411,2021-07-08,2020-04-09,10
DKI Jakarta,2020-04-18,2924,253,109,7,140.57142857142858,10324,2021-07-08,2020-03-12,38
Jawa Barat,2020-04-18,641,56,9,0,28,6477.714285714285,2021-07-08,2020-03-21,29
Jawa Tengah,2020-04-18,329,41,25,0,26.428571428571427,3466.714285714286,2021-07-08,2020-03-28,22
Jawa Timur,2020-04-18,555,49,33,3,41.142857142857146,1820.7142857142858,2021-07-08,2020-03-24,26
Kalimantan Selatan,2020-04-18,92,6,18,0,9,260.42857142857144,2021-04-02,2020-04-16,3
Bali,2020-04-19,135,3,4,0,7.714285714285714,411,2021-07-08,2020-04-09,11
DKI Jakarta,2020-04-19,3032,287,108,34,142.28571428571428,10324,2021-07-08,2020-03-12,39
Jawa Barat,2020-04-19,696,59,55,3,31.714285714285715,6477.714285714285,2021-07-08,2020-03-21,30
Jawa Tengah,2020-04-19,349,44,20,3,21.285714285714285,3466.714285714286,2021-07-08,2020-03-28,23
Jawa Timur,2020-04-19,590,54,35,5,29.142857142857142,1820.7142857142858,2021-07-08,2020-03-24,27
Kalimantan Selatan,2020-04-19,96,6,4,0,8.857142857142858,260.42857142857144,2021-04-02,2020-04-16,4
Bali,2020-04-20,140,3,5,0,7.714285714285714,411,2021-07-08,2020-04-09,12
DKI Jakarta,2020-04-20,3097,287,79,0,130.71428571428572,10324,2021-07-08,2020-03-12,40
Jawa Barat,2020-04-20,747,62,25,3,26.714285714285715,6477.714285714285,2021-07-08,2020-03-21,31
Jawa Tengah,2020-04-20,351,44,3,0,21.285714285714285,3466.714285714286,2021-07-08,2020-03-28,24
Jawa Timur,2020-04-20,590,56,0,2,21.428571428571427,1820.7142857142858,2021-07-08,2020-03-24,28
Kalimantan Selatan,2020-04-20,96,6,0,0,8.857142857142858,260.42857142857144,2021-04-02,2020-04-16,5
Bali,2020-04-21,150,3,10,0,8.285714285714286,411,2021-07-08,2020-04-09,13
DKI Jakarta,2020-04-21,3260,298,163,11,135.42857142857142,10324,2021-07-08,2020-03-12,41
Jawa Barat,2020-04-21,756,68,9,6,28,6477.714285714285,2021-07-08,2020-03-21,32
Jawa Tengah,2020-04-21,449,44,98,0,24.571428571428573,3466.714285714286,2021-07-08,2020-03-28,25
Jawa Timur,2020-04-21,603,56,13,0,18.285714285714285,1820.7142857142858,2021-07-08,2020-03-24,29
Kalimantan Selatan,2020-04-21,98,6,2,0,8.714285714285714,260.42857142857144,2021-04-02,2020-04-16,6
Bali,2020-04-22,152,4,2,1,7.714285714285714,411,2021-07-08,2020-04-09,14
DKI Jakarta,2020-04-22,3383,301,119,3,132.57142857142858,10324,2021-07-08,2020-03-12,42
Jawa Barat,2020-04-22,762,71,6,3,24.714285714285715,6477.714285714285,2021-07-08,2020-03-21,33
Jawa Tengah,2020-04-22,479,53,30,9,27,3466.714285714286,2021-07-08,2020-03-28,26
Jawa Timur,2020-04-22,638,58,35,2,19.857142857142858,1820.7142857142858,2021-07-08,2020-03-24,30
Kalimantan Selatan,2020-04-22,107,6,9,0,8.285714285714286,260.42857142857144,2021-04-02,2020-04-16,7
Bali,2020-04-23,167,4,15,0,7.714285714285714,411,2021-07-08,2020-04-09,15
DKI Jakarta,2020-04-23,3517,301,133,0,123.57142857142857,10324,2021-07-08,2020-03-12,43
Jawa Barat,2020-04-23,784,74,22,3,26.285714285714285,6477.714285714285,2021-07-08,2020-03-21,34
Jawa Tengah,2020-04-23,538,53,59,0,34.285714285714285,3466.714285714286,2021-07-08,2020-03-28,27
Jawa Timur,2020-04-23,664,60,26,2,21.428571428571427,1820.7142857142858,2021-07-08,2020-03-24,31
Kalimantan Selatan,2020-04-23,114,6,7,0,7.857142857142857,260.42857142857144,2021-04-02,2020-04-16,8
Bali,2020-04-24,177,4,10,0,7.571428571428571,411,2021-07-08,2020-04-09,16
DKI Jakarta,2020-04-24,3599,326,85,25,113.71428571428571,10324,2021-07-08,2020-03-12,44
Jawa Barat,2020-04-24,862,77,75,3,28.714285714285715,6477.714285714285,2021-07-08,2020-03-21,35
Jawa Tengah,2020-04-24,575,54,37,1,38.857142857142854,3466.714285714286,2021-07-08,2020-03-28,28
Jawa Timur,2020-04-24,690,67,26,7,24,1820.7142857142858,2021-07-08,2020-03-24,32
Kalimantan Selatan,2020-04-24,132,6,18,0,8.285714285714286,260.42857142857144,2021-04-02,2020-04-16,9
Bali,2020-04-25,183,4,6,0,7.428571428571429,411,2021-07-08,2020-04-09,17
DKI Jakarta,2020-04-25,3684,346,85,20,110.28571428571429,10324,2021-07-08,2020-03-12,45
Jawa Barat,2020-04-25,907,77,45,0,33.857142857142854,6477.714285714285,2021-07-08,2020-03-21,36
Jawa Tengah,2020-04-25,621,54,46,0,41.857142857142854,3466.714285714286,2021-07-08,2020-03-28,29
Jawa Timur,2020-04-25,770,75,80,8,30.714285714285715,1820.7142857142858,2021-07-08,2020-03-24,33
Kalimantan Selatan,2020-04-25,146,6,14,0,7.714285714285714,260.42857142857144,2021-04-02,2020-04-16,10
Bali,2020-04-26,186,4,3,0,7.285714285714286,411,2021-07-08,2020-04-09,18
DKI Jakarta,2020-04-26,3798,353,114,7,111.14285714285714,10324,2021-07-08,2020-03-12,46
Jawa Barat,2020-04-26,912,77,5,0,26.714285714285715,6477.714285714285,2021-07-08,2020-03-21,37
Jawa Tengah,2020-04-26,649,58,28,4,43,3466.714285714286,2021-07-08,2020-03-28,30
Jawa Timur,2020-04-26,785,87,15,12,27.857142857142858,1820.7142857142858,2021-07-08,2020-03-24,34
Kalimantan Selatan,2020-04-26,146,6,0,0,7.142857142857143,260.42857142857144,2021-04-02,2020-04-16,11
Bali,2020-04-27,194,4,8,0,7.714285714285714,411,2021-07-08,2020-04-09,19
DKI Jakarta,2020-04-27,3869,367,70,14,109.85714285714286,10324,2021-07-08,2020-03-12,47
Jawa Barat,2020-04-27,951,78,39,1,28.714285714285715,6477.714285714285,2021-07-08,2020-03-21,38
Jawa Tengah,2020-04-27,666,58,17,0,45,3466.714285714286,2021-07-08,2020-03-28,31
Jawa Timur,2020-04-27,796,88,11,1,29.428571428571427,1820.7142857142858,2021-07-08,2020-03-24,35
Kalimantan Selatan,2020-04-27,150,6,4,0,7.714285714285714,260.42857142857144,2021-04-02,2020-04-16,12
Bali,2020-04-28,215,4,21,0,9.285714285714286,411,2021-07-08,2020-04-09,20
DKI Jakarta,2020-04-28,4002,370,133,3,105.57142857142857,10324,2021-07-08,2020-03-12,48
Jawa Barat,2020-04-28,969,79,19,1,30.142857142857142,6477.714285714285,2021-07-08,2020-03-21,39
Jawa Tengah,2020-04-28,682,58,16,0,33.285714285714285,3466.714285714286,2021-07-08,2020-03-28,32
Jawa Timur,2020-04-28,857,90,61,2,36.285714285714285,1820.7142857142858,2021-07-08,2020-03-24,36
Kalimantan Selatan,2020-04-28,150,6,0,0,7.428571428571429,260.42857142857144,2021-04-02,2020-04-16,13
Bali,2020-04-29,215,4,0,0,9,411,2021-07-08,2020-04-09,21
DKI Jakarta,2020-04-29,4092,370,90,0,101.42857142857143,10324,2021-07-08,2020-03-12,49
Jawa Barat,2020-04-29,1009,79,40,0,35,6477.714285714285,2021-07-08,2020-03-21,40
Jawa Tengah,2020-04-29,711,59,29,1,33.142857142857146,3466.714285714286,2021-07-08,2020-03-28,33
Jawa Timur,2020-04-29,872,95,15,5,33.42857142857143,1820.7142857142858,2021-07-08,2020-03-24,37
Kalimantan Selatan,2020-04-29,157,9,7,3,7.142857142857143,260.42857142857144,2021-04-02,2020-04-16,14
Bali,2020-04-30,222,4,7,0,7.857142857142857,411,2021-07-08,2020-04-09,22
DKI Jakarta,2020-04-30,4175,371,82,1,94.14285714285714,10324,2021-07-08,2020-03-12,50
Jawa Barat,2020-04-30,1012,83,3,4,32.285714285714285,6477.714285714285,2021-07-08,2020-03-21,41
Jawa Tengah,2020-04-30,724,59,13,0,26.571428571428573,3466.714285714286,2021-07-08,2020-03-28,34
Jawa Timur,2020-04-30,958,96,86,1,42,1820.7142857142858,2021-07-08,2020-03-24,38
Kalimantan Selatan,2020-04-30,170,9,13,0,8,260.42857142857144,2021-04-02,2020-04-16,15
Bali,2020-05-01,235,4,13,0,8.285714285714286,411,2021-07-08,2020-04-09,23
DKI Jakarta,2020-05-01,4317,375,142,4,102.28571428571429,10324,2021-07-08,2020-03-12,51
Jawa Barat,2020-05-01,1012,83,0,0,21.571428571428573,6477.714285714285,2021-07-08,2020-03-21,42
Jawa Tengah,2020-05-01,746,60,22,1,24.428571428571427,3466.714285714286,2021-07-08,2020-03-28,35
Jawa Timur,2020-05-01,1034,99,76,3,49.142857142857146,1820.7142857142858,2021-07-08,2020-03-24,39
Kalimantan Selatan,2020-05-01,179,9,9,0,6.714285714285714,260.42857142857144,2021-04-02,2020-04-16,16
Bali,2020-05-02,237,4,2,0,7.714285714285714,411,2021-07-08,2020-04-09,24
DKI Jakarta,2020-05-02,4397,392,80,17,101.57142857142857,10324,2021-07-08,2020-03-12,52
Jawa Barat,2020-05-02,1043,84,31,1,19.571428571428573,6477.714285714285,2021-07-08,2020-03-21,43
Jawa Tengah,2020-05-02,767,62,19,2,20.571428571428573,3466.714285714286,2021-07-08,2020-03-28,36
Jawa Timur,2020-05-02,1037,106,3,7,38.142857142857146,1820.7142857142858,2021-07-08,2020-03-24,40
Kalimantan Selatan,2020-05-02,179,9,0,0,4.714285714285714,260.42857142857144,2021-04-02,2020-04-16,17
Bali,2020-05-03,262,4,25,0,10.857142857142858,411,2021-07-08,2020-04-09,25
DKI Jakarta,2020-05-03,4463,398,67,6,94.85714285714286,10324,2021-07-08,2020-03-12,53
Jawa Barat,2020-05-03,1054,85,10,1,20.285714285714285,6477.714285714285,2021-07-08,2020-03-21,44
Jawa Tengah,2020-05-03,776,62,9,0,17.857142857142858,3466.714285714286,2021-07-08,2020-03-28,37
Jawa Timur,2020-05-03,1117,111,80,5,47.42857142857143,1820.7142857142858,2021-07-08,2020-03-24,41
Kalimantan Selatan,2020-05-03,195,9,16,0,7,260.42857142857144,2021-04-02,2020-04-16,18
Bali,2020-05-04,271,4,9,0,11,411,2021-07-08,2020-04-09,26
DKI Jakarta,2020-05-04,4539,408,79,10,96.14285714285714,10324,2021-07-08,2020-03-12,54
Jawa Barat,2020-05-04,1252,86,193,1,42.285714285714285,6477.714285714285,2021-07-08,2020-03-21,45
Jawa Tengah,2020-05-04,798,62,22,0,18.571428571428573,3466.714285714286,2021-07-08,2020-03-28,38
Jawa Timur,2020-05-04,1124,117,7,6,46.857142857142854,1820.7142857142858,2021-07-08,2020-03-24,42
